lyrics,label
"[Intro]
Fire! Ya estoy curado
Fire! Ya estoy curado
[Coro]
Este exorsimio me la pelafustán
Y también su malinchismo me la pelafustán
Me los paso por arriba y me la pelafustán
Y también por abajo y me la pelafustán
[Verso 1: Tito Fuentes &  Randy Ebright]
Somos los comemierdas más grandes de todos
Es lo que aprendimos por vivir en el lodo
Toda mi vida yo pague lo que ahora me cobro
La gente que me jodió es a la que ahora le jodo
Insúltame, escúpeme no voy a hacerte nada
Te invito a cenar y te llevo serenata
Toma mi coche, toma mi casa
Te llevo a Disneylandia, pero rómpeme la cara
[Verso 3: Tito Fuentes & Micky Huidobro]
Hay una cosa que se llama karma señores
De esa karmacosa somos los cobradores
No somos justicieros ni vengadores
Sólo cobramos karma a los karmapagadores
Contribuyentes o dirigentes
O que se pasen de inteligentes
Quieren corromperte
Y te corrompen los dientes
[Coro]
Este exorsimio me la pelafustán
Y también su malinchismo me la pelafustán
Me los paso por arriba y me la pelafustán
Dame la mano, ven a mi rebaño
Fire! Ya estoy curado
Fire! ya estoy curado
Fire! ya estoy curado
Dame la mano ven a mi rebaño
[Verso 3: Randy Ebright, Micky Huidobro, Todos]
Son maldiciones no son groserías
Esta es la música de mis profecías
No sé en que trabajas, no sé a que te dedicas
Mínimo escorbuto, mínimo chichilla
Porque para que caiga la gran mentira
Se necesita quien la crea y al otro que la diga
Uno que se enoje y el otro que se ría
Porque no es una semana tampoco un mes o un día
Es un nuevo milenio y sigue siendo mentira
Te empujo te piso y te tiro, liro, liro
Te humillo y te orino y te tiro, liro, la
Mejor cachetadón con guante blanco de box
No nos lavarón la boca con jabón
[Coro]
Este exorsimio me la pelafustán
Y también su malinchismo me la pelafustán
Me los paso por arriba y me la pelafustán
Y también por abajo y me la pelafustán
Ya estoy curado, fire
Ya estoy curado, fire
Ya estoy curado, fire
Dame la mano ven a mi rebaño
[Puente: Micky Huidobro, Tito Fuentes, Randy Ebright & Paco Ayala]
Y tu mami, mami, me la pelafustán
Y tu papi, papi, me la pelafustán
Y los hijos de los hijos de tus hijos
A los hijos de mis hijos se la pelafustán
Pues que demonios si traigo metido el chamuco
Quieren hacerme mal y me hacen un mameluco
Y todo el tiempo me la pelafustán
Tengo todo el power y te vengo a curar
Más fácil que quitarle sus dulces a un niño
Yo se que eres puro, eres puro cariño
¡Yo se que eres puro, eres puro cariño!
Jugué mi alma al diablo en un pacto de sangre
Vendí mi novia también a mi madre
Si fuera capaz de volver a nacer
Me canso y me canso que lo vuelvo a hacer
Y si me caigo y no me levanto
No me levanten que ya me chupo el diablo
Tantas ganas de mandarme al infierno
Ya tengo ride, voy al averno
Fire! Ya estoy curado
Fire! Ya estoy curado
Fire! Ya estoy curado
Dame la mano ven a mi rebaño
Este exorsimio me la pelafustán
Y también su malinchismo me la pelafustán
Me los paso por arriba y me la pelafustán
Y también por abajo y me la pelafustán
Fire! Ya estoy curado
Este exorsimio me la pelafustán
Fire! Ya estoy curado
Y también su malinchismo me la pelafustán
Fire! Ya estoy curado
Me los paso por arriba y me la pelafustán
Fire! Ya estoy curado
Y también por abajo y me la pelafustán",NP
"[Verso 1]
Cuando pienso que pensaba
Que pensaba
No pensaba en nada, nada, nada, nada, nada, nada, nada
Cuando pienso que cantaba
Que cantaba
No cantaba nada, nada, nada, nunca para nadie nada
Cuando pienso que pasaba
Que pasaba
No pasaba nada, nada, nada, nada, nada, nunca nada
Cuando pienso que esperaba
Que la vida me brindara, no esperaba nada, nada, nada, nada
[Estribillo]
Pero ahora cuando pienso, pienso en ti
Como si me pensaras tanto como yo te pienso a ti
Ahora cuando canto, canto para ti
Como si me escucharas y supieras que tan solo canto para ti
No puedo entender, no sé porque
Es increíble el roce de tu pie derecho con el izquierdo de mi pie
No puedo entender, no sé porque, quiero besarte a solas
[Verso 2]
Cuando pienso que pensaba
Que pensaba
Solo pensaba en tenerte en cama con las luces apagadas
Cuando pienso que cantaba
Que cantaba
Solo cantaba para encontrar al amor que nunca llegaba
Cuando pienso que pasaba
Que pasaba
Solo pasaban unas miradas y emociones encontradas
Cuando pienso que esperaba
Que la vida me brindara
Solo esperaba la persona indicada
[Estribillo]
Pero ahora cuando pienso, pienso en ti
Como si me pensaras tanto como yo te pienso a ti
Ahora cuando canto, canto para ti
Como si me escucharas y supieras que tan solo canto para ti
No puedo entender, no sé porque
Es increíble el roce de tu pie derecho con el izquierdo de mi pie
No puedo entender, no sé porque quiero besarte a solas
No puedo entender, no sé porque
Es increíble el roce de tu pie derecho con el izquierdo de mi pie
No puedo entender, no sé porque quiero besarte a solas",NP
"Don!!!!
Eliel
Bandolero
El tartaro
Don!!
Bandolero
Polaco
Mercenario
Mangala
Baila sola
Ella juega con los hombres al contar de las horas
Y mirame
(yo)
Ya aquí pendiente
(pina records)
Soy akien ella a querrido pillar toda la noche
(vi music)
Te quita o nos matamos
Te quita o nos matamos
Ma!
Te quita o nos matamos
Hey yo
Ooooohoooooo
Vamo a matarno
Ma!
Te quito o nos matamos
Andamos el combo completo
Activao con los pistolero
Entonces cual es el miedo ma????
(aqui no hay miedo pa!!)
Y yo no tengo miedo mi combo no tiene miedo
Entonces cual es el miedo ma??
(aqui no hay miedo pa!!)
Entonces vuelve y no te forme una perreta
Bailame mas sexy ma bailame coketa
Pegate ala costura de mi bragueta
Y siente el marroneo
Mi combo no respeta
Hey yo!!
Mangala
Baila sola
(don!)
Ella juega con los hombres al contar de las horas
(don!)
Y mirame
(tartaro)
Ya aquí pendiente
Soy akien ella a kerido pillar toda la noche
(hey yo)
Te quito o nos matamos
(elieeel!)
Te quito o nos matamos
Ma!
(el que habla con las manos)
Ma!
Te quito o nos matamos
(becindario)
Oooohhhhhhoooooo
(sosa)
Ma!
Te quito o nos matamos
(don!!)
Azicala el combo que no se salva ni una
Vamo a beber ron hasta que se esconda la luna
Si el alcohol nos traiciona nos vamos hacer travesuras
Revolcarnos en la cama pa bajar la calentura
Una nota segura
Tu sustancia es pura
Ligate por la dura
Pola contigo se cura
(oohh)
Ma cuanta y jura
Que por figura
Le doy calentura
Lo mio es de averdura
Si te como te enchula
Mi flow no regura
Te mete carnicero
Como el viejo abdula
Si venistes a bailar prepara la cintura
En lo que eliel se guilla
Y don la pone dura
(eliel!!)
Rompe la consola
(don!!)
Mangala que baila sola
(quien es?)
Pooula
(don!!!!!)
Te quito o nos matamos
Te quito o nos matamos
(bandoleros)
Ma!
Te quito o nos matamos
(mucho bandidaje)
Ooooohooo
(mucho titere)
Hey yo
Mangala
Baila sola
Ella juega con los hombres al contar de las horas
(po!)
Y mirame
(don!)
Ya aquí pendientequerido kerido pillar toda la noche
(don!!!)
Te quito o nos matamos
Te quito o nos matamos
(mucho bandidaje)
Ma!
Te quito o nos matamos
(el tartaro)
Oooohhhhhh
(el que todo lo pega)
Ma!
Te quitas o nos matamos
Hey yo
Rafy pina....
Porque no es donde lo hagamos
Si no kienes lo hacemos
Jejeajajajaja
El tartaro
El que todo lo pega
Oooooh
Los bandolero
Ban-dolero
Sencillo
Mercenario
Los pilares de este genero
De nosotros para ustedes",NP
"Estoy muy feliz muy feliz...
Tan feliz que quiero gritar de emoción
Cantar corazón...
Eran dulces tus labios
Y húmedos tus ojos que decían
Amor mío ven acercate a mi
Y al fin sucedió...
Y aquí sucedió... nuestro!!
[Coro]
Primer besoooo!
Primer besoooo!
Primer besoooo!
Primer besoooo!
Y esto es la electrocumbia con RayMix...
Ujuuu!!
[Verso 2]
Estoy muy feliz, muy feliz...
Tan feliz que quiero gritar de emoción
Cantó esta canción...
Eran dulces tus labios
Y húmedos tus ojos que decían
Amor mío ven acercate a mi
Y al fin sucedió...
Y aquí sucedió... nuestro!!
[Coro]
Primer beso
Primer beso
Primer beso
Primer beso...
Y yo te digo...
Tu y yo
Estabamos los dos
Muy cerca uno al a otro
Y la luna fue testigo de este amor
Forjabamos los dos
Mismo calor al tiempo no importaba
Solo tu y yo
Estabamos los dos
Muy cerca uno al a otro
Y la luna fue testigo de este amor
Forjabamos los dos
Mismo calor el beso que con eso
Nos llevó a volar!
[Outro]
Oh!
Oh!
Oh!
Ohooo!!!
Ohooo!!!
Ohoooooooo!!!",NP
"[Verso 1]
No te confundas
Desenfundas el alma sin provocación
Tu pulso es el mismo
El mismo del Bosque del Mar Azul
[Refrán]
Te prometí el palíndromo
Un pálido cristal, vello nupcial
[Verso 2]
No te confundas
Es de valientes tomar acción
Sé responsable
No le eches la culpa a los demás
[Refrán]
Mecánica semántica
Me aburre tu veloz mediocridad
[Interludio]
[Coro]
Los Pseudo-New Age, los Silicon Boys
Llegaron en jet, en burbujas de ""K""
Comieron pastel, pa' los pobres no hay
No son V.I.P., no son de la élite
Pero en Instagram se vive muy bien
Te van a enseñar a ser perfecto
Nadie sufre ahí, pura felicidad
Tú pícale ""like"", que es el cielo
[Interludio 2]
(Flor, flor, flor, flor)
[Refrán]
Mecánica semántica
Me aburre tu veloz mediocridad
[Coro]
Los Pseudo-New Age, los Silicon Boys
Llegaron en jet, en burbujas de ""K""
Comieron pastel, pa' nosotros no hay
No son V.I.P., no son de la élite
Pero en Instagram se viven muy bien
Te van a enseñar a ser perfecto
Nadie sufre ahí, pura felicidad
Tú pícale ​""like"", que es el cielo
[Outro]
Nadie sufre ahí, todos van al GYM
Tú pícale ​""like"", y voilà
Tú pícale ​""like"", y ya está
Tú pícale ​""like"", y voilà
Invítenme al ""Iron Man""",NP
"(Ya ya ya  dímelo mai)
Dímelo mai (Uah-uah-Uaaah)
Dímelo mai
Dímelo mai
[Coro: Gotay ""El Autentiko]
Eso está bien grande atrás
Tú sabes que me deseas y te deseo
Pero tú te quedas calla'
No lo piense' y vamo' allá
[Verso 1: Jory Boy]
Hey, baby me avisas cuando quieras salir
Solo llama y yo le llego donde estás
Ya tú sabes lo que quiero de ti
Que quieres de mí, mai
Desnúdate, que se que te la quieres vivir (Yo, yo)
Pero siento que cuando te tengo te vas corriendo
De veras no hay mucho que decir pa' que mentir mai
Dime para que quieres amor (Da da da)
Si solo te quiero dar calor y nada más
Ya sé cuando me dices que no (Da da da)
Estás buscando lo mismo que yo y nada más
Dime para que quieres amor (Da da da)
Si solo te quiero dar calor y nada más
Ya sé cuando me dices que no (Da da da)
Estás buscando lo mismo que yo y nada más
[Pre-Coro: Gotay ""El Autentiko"" & J Álvarez]
Ma', que quieres de mi
Pues lo que quiero yo es eso que tienes ahí
No lo pienses y vamo' allá
Que eso 'tá bien grande allá atrás
Echa pa' 'cá
[Coro: Gotay ""El Autentiko & Ñengo Flow]
Que yo sé que me deseas tú
Yo te deseo también
Desde que te vi no me va bien
Y tú pichea pa' que nadie vea ma'
Yo sé que me deseas tú
Yo te deseo también
Desde que te vi no me va bien
Y tú pichea pa' que nadie vea ma'
[Verso 2: J Álvarez]
Baby tú picheas pero te diste con el que mas batea, Con el del flow violento, el Dueño 'e la Brea
El que llega a la disco y bien te lo menea
Así que checkea que la cosa se puso buena ma'
Baby, que quieres de mi
Lo mejor que tengo pa' ti es lo que tengo aquí
Sin perse, hazme un striptease
Cuando te tenga aquí por ley te vas a venir
Así que dame un poco de eso de lo que tienes atrás
De lo que me motiva y me pone a alucinar
De lo que me envuelve y me pone a maquinear
Ese material violento que quiero probar
Nadar en tu pecera, de tu arena ser el mar
Quiero hacerte lo que no te han hecho así que echa pa' ca
(Uuuuoohh) Shorty pégate a mí
No tengas miedo, sé que lo quieres sentir
[Verso 3: Farruko]
(This si the remix)
Tú me dices mama que quieres hacer
Date de prisa que quiero meter
La noche esta buena y hoy vamo' a romper
Si es como tú dices, eso lo vamo' a ver
Y yo no soy tu noviecito que frontea y no tiene
Me dices mi amor y te busco en el BM
Tranquila que yo no soy ese charro
Pero si tú me dices lo hacemos dentro el carro
Con el panty pa'l la'o, pa' dentro y pa' fuera
Me dices mi amor lo hacemos de cualquier manera
Porque yo quiero de ti
Lo que tú quieres de mi y
Tú quieres de mí
Lo que yo quiero de ti
(This Is The Remix)
[Pre-Coro: Gotay ""El Autentiko]
Ma', que quieres de mi
Pues lo que quiero yo es eso que tienes ahí
No lo pienses y vamo' alla
Que eso esta bien grande alla atrás
Echa pa ca'
[Coro: Gotay ""El Autentiko & Ñengo Flow]
Que yo se que me deseas tú
Yo te deseo también
Desde que te vi no me va bien
Y tu pichea, pa' que nadie vea ma
Yo sé que me deseas tú
Yo te deseo también
Desde que te vi no me va bien
Y tu pichea, pa' que nadie vea ma'
[Verso 4: Ñengo Flow]
Cuando estás sola me llamas buscando del sexo
Yo la harto a besos y le meto bien grueso pa' que vuelva
Desde la escuela te acuerdas
No te enojes, si sabes que hago que te mojes
Y ey ay ay ay ya me atropelló
Y yo yo yo yo no sé que hacer
Si ganar o perder
Pero aquí vinimos a meter, me entiendes
Hoy es otro día normal, el sol saliendo
Las 8 e' la mañana y ella sigue subiendo
Diciendo, insistiendo que si no me defiendo
Que agarre la puerta y que me vaya corriendo
Está loca por pillarme pero no me voy a dejar
Primero la rompo, baila como un trompo
Ya está en gozadera, visitó la bellaquera
Ahora hay que joderse toda la noche entera
Con esa si me desmantela
(Gotay ""El Autentiko)
[Verso 5: Nova ""La Amenaza]
Oye (Nova)
Si compartimos los mismos deseos chula vamo' a darle
No te me acobardes, que se me hace tarde
Pasión, sexo, aventura y placer
Solo es un poquito de lo que te voy hacer
Demás tocar tu piel, ma' se te eriza
Te mueres de la risa, tranqui, sin prisa
Mucha calentura hasta que pierdas los sentidos
Dándote seguido, siento tu quejido
Pura seducción al acto y sin contacto
Redacto que la curiosidad mató al gato
Y a mí lo más que me mata es tu picha'era
Y de veras, quiero darte duro y sin pena
(This Is The Remix)
[Pre-Coro: Gotay ""El Autentiko]
No lo pienses y vamo' allá
Que eso 'ta bien grande allá atrás
Echa pa' 'cá
[Coro: Gotay ""El Autentiko"" & Ñengo Flow]
Que yo sé que me deseas tú
Yo te deseo también
Desde que te vi no me va bien
Y tú pichea, pa' que nadie vea ma'
Qué yo sé que me deseas tú
Yo te deseo también
Desde que te vi no me va bien
Y tú pichea, pa' que nadie vea ma'
Que yo sé que me deseas tú
Yo te deseo también
Desde que te vi no me va bien
Y tú pichea, pa' que nadie vea ma'
[Outro: Gotay, Nova & Jory, J Álvarez, Farruko & Ñengo Flow]
Gotay ""El Autentiko""
La N & La J, mami
Gotay
Ñengo Flow
J Alvarez
Farruko
This si the remix
El junte que quería la gente
Gotay
Ya tú sabes Millones Record matando la liga
No hay Break
El Concepto Coming Soon
J Alvarez, el dueño del sistema
Farruko
El Talento... Del Bloque
Latinoamerica
Puerto Rico y el mundo entero
Otro nivel de música
El ingeniero
Dimelo Chipi
Millones Record matando la liga
No te pongas pa' nosotros que te apagas
Full Record
Dímelo Michael
Dímelo
Full Familia
El concepto está duro
Mucha Calidad is Coming
Yampi
Daddy
La hermandad
Dímelo, Gotay
Que solo mi mai
Jajajaja",NP
"Un, dos... un, dos...
Hay un lugar donde me gusta rolar
Cada vez más y más últimamente
He llegado a pensar que me quiero quedar
Sólo que este lugar está en mi mente
Me despeine y me fui a un espejo a peinar
Y al verme no me reflejaba
Buscándome me regrese a mi lugar
Tampoco estaba, no había nada
¿Alguien aquí lo vio partir?
¿A dónde fue ese wey? No dejó dicho nada
El otro día que no podía aterrizar
Pensé no tienen pedo aquí me quedo
Mis nenas, mi motivo para retachar
Si no me chiflan me les voy a quedar
¿Alguien aquí lo vio partir?
¿A donde fue ese wey? No dejó dicho nada
Alguien aquí, oh, oh, oh, oh, oh, oh, oh
Lo vio partir, oh, oh, oh, oh, oh, oh, oh
¿A dónde fue ese wey? No dejo dicho nada, nada
No, no, turbulencia no porque no quiero nunca bajar avión
No, no, turbulencia no porque no quiero nunca bajar avión
No, no, turbulencia no porque no quiero nunca bajar avión
Alguien aquí, oh, oh, oh, oh, oh, oh, oh
Lo vio partir, oh, oh, oh, oh, oh, oh, oh
¿A dónde fue ese wey? No dejo dicho nada, nada, nada",NP
"[Pre-Coro]
Estoy muy feliz, muy feliz
Tan feliz que quiero gritar de emoción
Cantar corazón
Eran dulces tus labios
Y húmedos tus ojos que decían
Amor mío ven acércate a mí
Y al fin sucedió
Y aquí sucedió nuestro
[Coro]
Primer beso
Primer beso
Primer beso
Primer beso
[Puente]
Y esto es la electrocumbia con RayMix
¡Ujuuu!
[Pre-Coro]
Estoy muy feliz, muy feliz
Tan feliz que quiero gritar de emoción
Cantar corazón
Eran dulces tus labios
Y húmedos tus ojos que decían
Amor mío ven acércate a mí
Y al fin sucedió
Y aquí sucedió nuestro
[Coro]
Primer beso
Primer beso
Primer beso
Primer beso
Y yo te digo
[Verso]
Tu y yo
Estábamos los dos
Muy cerca uno al a otro
Y la luna fue testigo de este amor
Forjábamos los dos
Mismo calor al tiempo no importaba
Solo tu y yo
Estábamos los dos
Muy cerca uno al a otro
Y la luna fue testigo de este amor
Forjábamos los dos
Mismo calor el beso que con eso
Nos llevó a volar
[Outro]
¡Oh!
¡Oh!
¡Oh!
¡Oho!
¡Oho!
¡Oho!",NP
"[Intro: El Cherry Scom]
¡Way!
Conocí una gringa que
[Coro: El Alfa & Lil Jon]
Ella no sabe español, y yo le digo: ""Whatchu say?""
Y a mí me gusta, mamichula, cuando tú grita' en inglé' (Lets go!)
Yeah-yeah-yeah, yeah, yeah
A mí me gusta, mamichula, cuando tú grita' en inglé' (Yeah; yeah!)
Yeah-yeah-yeah, yeah, yeah
A mí me gusta, mamichula, cuando tú grita' en inglé' (Yeah; yeah!)
Yeah-yeah-yeah, yeah, yeah
Let's go, let's go, let's go, let's go! (Yeah!)
Yeah-yeah-yeah, yeah, yeah
A mí me gusta, mamichula, cuando tú grita' en inglé'
[Verso 1: El Alfa & Lil Jon]
Eso no еxiste, no hay manera ni tiktoker
A mí no mе compare' porque como Johnnie Walker
La clava, Kemba Walker; me río como el Joker
Yo soy un malón, con Post Malone jugando póquer
En lo que hago yo soy tu papá
En la cama soy LeBron con Kareem Abdul-Jabbar
Mi carro tú no lo va' a tene' ni de juguete
Y tengo la granada pa' meterlo pa' lo' DT
Oh-oh, oh-oh-oh
Yo regalo má' cuarto' que juguete' Santa Clau'
Arriba 'e mí se mueven como que 'tán en un club
No le pare' a na', lo tengo como un blo'-blo'-blo'-blo' (Yeah!)
[Puente: El Cherry Scom & Lil Jon]
Yeah-yeah-yeah, yeah, yeah
Le gusta baila' dembow, que se vean lo' colalé (Yeah)
Yeah-yeah-yeah, yeah, yeah
Le gusta baila' dembow, que se vean lo' colalé (Yeah)
Yeah-yeah-yeah, yeah, yeah (Let's go, let's go, let's go; yeah!)
Yeah-yeah-yeah, yeah
Le gusta baila' dembow, que se vean lo' colalé
[Coro: El Cherry Scom & Lil Jon]
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé' (Oh, yeah!)
[Verso 2: Lil Jon & El Cherry Scom]
Dale, mami, speak to me in Spanish
I'ma beat that thing up and do some fuckin' damage (Fuck, fuck, fuck)
Dembow, all they need get low
Throw it back, comin' back, not slow (Yeah!)
Savage, animal, OT genial
She suck it like she got no teeth (No teeth)
You gon' make me skeet, skeet, skeet (Yeah)
Le gusta baila' dembow, que se vean lo' colalé (Yeah!)
Le gusta baila' dembow, que se vean lo' colalé (DR)
DR, what up? (¿Qué lo que?)
¿Qué lo que? (¿Qué lo que?)
¿Qué lo que? (¿Qué lo que?)
¿Qué lo que? (¿Qué lo que?)
¿Qué lo que? (¿Qué lo que?)
¿Qué lo que? (¿Qué lo que?)
Dembow, all they need get low
Dembow, all they need get low
Dembow, all they need get low
Dembow, all they need get low
[Verso 3: El Cherry Scom]
Right now, suck my dick, motherfuckin' nigga
Get down on the floor, I wanna see you, nigga (I wanna see you, nigga)
Right now, suck my dick, motherfuckin' nigga
Get down on the floor, I wanna see you, nigga (I wanna see you, nigga)
Mami, no te pongas pantalones, tampoco falda
Yo lo que quiero que tú
Baja y mama, baja y mama (Prr, ta-p-prr)
Baja y mama, baja y mama (Prr, ta-p-prr)
Baja y mama, baja y mama (Prr, ta-p-prr)
Baja y mama, baja y mama (Prr, ta-p-prr)
[Coro: El Cherry Scom & Yandel]
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé' (¡Yandel!)
[Verso 4: Yandel, El Alfa & Lil Jon]
Ella no le baja
Si fuera pistola, dispara (Schck, schck)
Si fuera bandida, matara (Pew, pew)
Bad bitch, con nadie se compara (¡Eh-eh!)
No es dominicana, pero la gringa es la para
En el bajo mundo de chukie' y Jeepeta' blinda' (Oh-oh)
Me vio las prenda' y se mojó sin yo decir na' (Eh-eh)
Ella quiera gasolina porque anda sin ga' (¿Entendiste?)
Anda sin ga'
Deja ver—Deja verte
Anda sin ga'
Deja ver—Deja ver—Deja ver—Deja ver—
Deja ver—Deja verte
Anda sin ga' (Oh-oh)
Ese-Ese-Ese booty muerde aunque no tenga diente'
Whatchu say? Whatchu say? Whatchu say? (Yeah-yeah-yeah, yeah)
Ella no me entiende, pero sigue la corriente
[Verso 5: Duki & El Alfa]
Ah, que prendan los motore'
Que las nave' son tanta' que la calle suena como la turbina 'e los avione' (Brrum-brrum)
Hoy seguro que peco, mañana Dios que perdone
Si con el esfuerzo que hago me merezco cien mansione'
Los bolsillos están lleno', ahora llevamo' maletine'
Gastando paca' en los cuero', pa' que los culo' desfilen
Tengo a tu baby en la mira y no estoy hablando del rifle
Puso un tema de Romeo, está queriendo que la afine
Más código' que la clave de la cuenta de banco
'Toy empatrona'o, ni yo mismo me aguanto (No, no)
Mi mamá pregunta que porqué no duermo tanto
E' que siempre que me acuesto tocan la puerta los cuarto'
Agarra ese millón pa' que te limpie'
Tú 'tá claro que somo' la pámpara
Se me cumplen los deseo' sin el genio y sin la lámpara
Cuida'o
Cuando escuche' este dembow sonando fuerte antes que te suelten la ráfaga (Ya supiste)
Es que cuando estoy rulay no me sale bien el inglé'
What you mean? What you mean? What you mean?
A mí no me digas ""pana"" si de na' me conocé'
What you mean? What you mean? What you mean? Wuh
[Puente: El Cherry Scom & Lil Jon]
Yeah-yeah-yeah, yeah, yeah
Le gusta baila' dembow, que se vean lo' colalé (Yeah)
Yeah-yeah-yeah, yeah, yeah
Le gusta baila' dembow, que se vean lo' colalé (Yeah)
Yeah-yeah-yeah, yeah, yeah (Yeah)
Yeah-yeah-yeah, yeah
Le gusta baila' dembow, que se vean lo' colalé (Colalé)
[Coro: El Cherry Scom]
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé'
[Verso 6: Polimá Westcoast]
Yaoh
No entiendo lo que dice, pero a mí me vale madre
Entiendo lo que quiere cuando las pierna' la' abre
Pónganle subtítulo' a la baby cuando hable
Mi gatita e' salvaje, pues yo soy su gato sable
Se nos pegan sola' to' la' norteamericana'
Las mexicana', de Perú y también las colombiana'
La' española', la' argentina', chilena' y venezolana'
Y en La 42 hay pila de dominicana'
Entonce', bienvenía' toa', welcome, están como en casa
Te hago un bebecito para mejorar la raza
El Alfa me llamó y ya me explicó to' lo que pasa
Cómo tener Bugatti', mujere', cadena' y casa'
[Coro: Polimá Westcoast & Lil Jon]
Ella no sabe español, y yo le digo: ""Whatchu say?""
A mí me gusta, mamichula, cómo tú me habla' en inglé'
Ella no sabe español, y yo le digo: ""Whatchu say?""
A mí me gusta, mamichula, cómo tú me habla' en inglé'
Ella no sabe español, y yo le digo: ""Whatchu say?""
A mí me gusta, mamichula, cómo tú me habla' en inglé' (Let's go!)
[Puente: El Cherry Scom & Lil Jon]
Yeah-yeah-yeah, yeah, yeah
Le gusta baila' dembow, que se vean lo' colalé (Yeah; yeah!)
Yeah-yeah-yeah, yeah, yeah
Le gusta baila' dembow, que se vean lo' colalé (Yeah!)
Yeah-yeah-yeah, yeah, yeah (Let's go, let's go, let's go; yeah!)
Yeah-yeah-yeah, yeah
Le gusta baila' dembow, que se vean lo' colalé (Colalé)
[Coro: El Cherry Scom]
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé'
Ella la' veinticuatro hora' del día me habla inglé'
[Outro: El Alfa]
¡Prr!
Yao, el animal, el criminal, the best
En esta vuelta ando con la única leyenda que no se oxida, Yandel
Duki (Yo)
Lil Jon (Argh)
Polimá Westcoast, Chile (Brrum)
Chael (Yao)
""La Tostadora"" Cherry Scom (Yeh)
Cada ve' que ustede' sacan un disco, lo gastan en promocione'
Y yo sin invertir ni uno le saco millone' (Jajaja)",NP
"[Intro: Randy]
Entre tú y yo, siempre existió ese feeling
Esa sensación que dice que ambos queremos
Desahogarnos a solas
[Pre-Coro: Randy]
Dime a donde voy, ahí estaré
Sabes bien que soy quien prefieres
Y tú que me descontrolas
[Coro: Randy & Farruko]
Baby, solo tú me pones así
Eres para mí
My sexual inspiration
Baby, solo tú me pones así
Eres para mí
My sexual inspiration
[Verso 1: Jowell]
Quiero que me devores, sin codiciones
Tenerte solo para mí
Hacer que tú delires
Que tú suspires, cuando yo esté dentro de ti
Y que no tengas miedo de que yo te haga sentir
Que estás tocando el cielo cuando yo te haga venir
Pero no te enamores, ni te ilusiones, es mucho más, fácil así
Que cuando te acalores, solo me llames si lo quieres repetir
[Puente: Randy]
Yo se lo que estás sintiendo
Y que te está consumiendo
Que ya no te aguantas las ganas
Y quieres que te encienda en llamas
Los dos 'tamos locos por hacerlo
[Coro: Randy & Farruko]
Baby, solo tú me pones así
Eres para mí
My sexual inspiration
Baby, solo tú me pones así
Eres para mí
My sexual inspiration
[Verso 2: Farruko]
¿Qué tengo que hacer pa' 'erte ver?
Pa' que tú entiendas que te quiero comer
Que eres tú.... la que me calienta
Y que eres tú... la que mi gana aumenta
[Pre-Coro: Farruko]
Dime a donde voy, ahí estare
Sabes bien que soy quien prefieres
Y tú que me descontrolas
[Coro: Randy]
Baby, solo tú me pones así
Eres para mí
My sexual inspiration
Baby, solo tú me pones así
Eres para mí
My sexual inspiration
[Outro: Jowell, Randy & Farruko]
Son Jowell & Randy
Farruko (Farru)
Oye ma', Viva La Music
Dayme & El High
Viva La Music
Ronald El Killa
Kapital Music
DJ Sogg
Nota Loca
Sexual Inspiration, baby",NP
